Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,133,Fruits,Offline,L,2/1/2014,4951,2/4/2014,4613,9.33,6.92,585,650,519
Central America and the Caribbean,45,Fruits,Offline,M,4/11/2011,2597,4/27/2011,5590,9.33,6.92,718,790,643
Middle East and North Africa,129,Office Supplies,Online,H,3/27/2014,5019,5/9/2014,7486,651.21,524.96,9175,9218,8678
Sub-Saharan Africa,184,Clothes,Offline,H,11/27/2013,3116,1/9/2014,8431,109.28,35.84,5176,3770,7490
Sub-Saharan Africa,130,Beverages,Offline,C,6/7/2017,3639,7/21/2017,8585,47.45,31.79,3096,3478,3016
Asia,97,Clothes,Online,L,2/4/2014,3996,2/10/2014,5142,109.28,35.84,3830,2586,5547
Europe,55,Clothes,Online,H,12/17/2016,7427,12/24/2016,7324,109.28,35.84,4795,3357,6941
Middle East and North Africa,175,Household,Online,M,8/26/2013,7949,9/7/2013,1387,668.27,502.54,5194,5744,4238
Europe,107,Beverages,Online,L,7/29/2015,5495,9/16/2015,5617,47.45,31.79,2283,2534,2229
Sub-Saharan Africa,162,Beverages,Offline,C,4/8/2016,499,5/10/2016,5330,47.45,31.79,2209,2445,2158
North America,26,Baby Food,Online,H,5/5/2010,9373,6/17/2010,7877,255.28,159.42,7471,7295,8102
Central America and the Caribbean,135,Meat,Online,L,5/23/2012,9318,7/10/2012,7636,421.89,364.69,8382,8666,6066
Europe,99,Office Supplies,Offline,M,5/17/2015,3233,6/14/2015,1020,651.21,524.96,4249,5083,2915
Europe,114,Cereal,Online,C,1/30/2017,4880,2/1/2017,1469,205.7,117.11,2486,2468,2939
Middle East and North Africa,70,Office Supplies,Offline,H,5/20/2016,3669,5/24/2016,4458,651.21,524.96,8208,8361,7148
Europe,132,Vegetables,Online,L,12/29/2016,9944,1/3/2017,2492,154.06,90.93,2945,2999,3359
Asia,106,Clothes,Offline,L,2/14/2016,9741,3/23/2016,107,109.28,35.84,165,67,370
Asia,181,Meat,Offline,L,10/29/2015,9929,11/23/2015,8870,421.89,364.69,8676,8888,6672
Sub-Saharan Africa,27,Cosmetics,Offline,L,8/29/2011,3085,8/31/2011,2379,437.2,263.33,5549,5465,5869
Asia,181,Meat,Online,L,8/7/2011,2688,9/20/2011,1266,421.89,364.69,3709,4705,1977
Sub-Saharan Africa,98,Baby Food,Offline,L,2/8/2017,7785,3/17/2017,8190,255.28,159.42,7570,7361,8204
Europe,81,Fruits,Online,M,10/17/2011,8449,10/24/2011,2845,9.33,6.92,365,404,326
Europe,146,Meat,Online,M,8/10/2010,522,9/22/2010,6953,421.89,364.69,8222,8516,5726
Asia,96,Cosmetics,Offline,M,8/22/2010,307,9/13/2010,9271,437.2,263.33,8860,8439,9520
Asia,24,Meat,Offline,M,1/19/2010,237,2/22/2010,583,421.89,364.69,2175,2855,1302
Central America and the Caribbean,60,Household,Offline,H,11/4/2011,3409,11/11/2011,8708,668.27,502.54,9419,9373,9373
Australia and Oceania,123,Household,Online,M,7/6/2012,8633,8/10/2012,3493,668.27,502.54,7793,7888,7258
Central America and the Caribbean,168,Personal Care,Online,H,5/31/2013,5674,7/17/2013,1819,81.73,56.67,1610,1785,1518
Asia,160,Vegetables,Offline,H,12/15/2016,9850,1/19/2017,2597,154.06,90.93,3056,3093,3452
Middle East and North Africa,44,Snacks,Online,L,4/7/2015,7442,5/10/2015,1770,152.58,97.44,2308,2472,2387
North America,26,Snacks,Offline,L,9/1/2016,440,10/6/2016,7310,152.58,97.44,5792,5807,5772
Europe,21,Baby Food,Online,L,8/19/2011,1591,9/13/2011,4224,255.28,159.42,5679,5647,5793
Europe,157,Snacks,Online,L,5/26/2014,9467,7/14/2014,9546,152.58,97.44,6610,6641,6841
Europe,158,Cosmetics,Offline,H,10/12/2013,3428,11/23/2013,7344,437.2,263.33,8376,8037,9205
Central America and the Caribbean,45,Cosmetics,Offline,H,10/17/2014,8518,10/18/2014,3718,437.2,263.33,6949,6786,7634
Europe,107,Meat,Online,M,2/28/2012,832,3/15/2012,1796,421.89,364.69,4626,5572,2471
Central America and the Caribbean,45,Fruits,Offline,C,10/24/2016,1883,11/26/2016,6741,9.33,6.92,870,965,780
Asia,30,Clothes,Offline,L,4/2/2014,4183,5/14/2014,744,109.28,35.84,1114,535,1680
Central America and the Caribbean,12,Cereal,Online,H,9/30/2013,5942,11/12/2013,8028,205.7,117.11,6980,6666,7921
Europe,114,Office Supplies,Offline,C,4/15/2014,6255,5/12/2014,9850,651.21,524.96,9559,9585,9154
Sub-Saharan Africa,88,Household,Offline,H,12/1/2015,9892,1/16/2016,9495,668.27,502.54,9544,9494,9486
Asia,161,Snacks,Online,H,12/19/2015,2505,1/29/2016,7280,152.58,97.44,5785,5795,5763
Sub-Saharan Africa,117,Personal Care,Offline,L,10/26/2012,5369,11/11/2012,5554,81.73,56.67,3363,3869,3091
Sub-Saharan Africa,40,Beverages,Online,L,4/20/2017,671,5/5/2017,3697,47.45,31.79,1766,1926,1733
Europe,153,Vegetables,Online,H,12/31/2010,6359,2/13/2011,3121,154.06,90.93,3501,3600,3848
Middle East and North Africa,89,Personal Care,Offline,L,8/22/2010,1150,10/8/2010,2266,81.73,56.67,1822,2025,1711
Sub-Saharan Africa,111,Baby Food,Offline,M,4/22/2011,9552,5/22/2011,1608,255.28,159.42,3113,3290,3320
Sub-Saharan Africa,130,Fruits,Offline,M,12/4/2012,6859,1/13/2013,8651,9.33,6.92,1103,1233,996
Asia,163,Personal Care,Online,M,6/29/2016,4072,8/5/2016,2930,81.73,56.67,2134,2411,1986
Sub-Saharan Africa,25,Fruits,Offline,M,9/17/2012,3047,10/3/2012,1014,9.33,6.92,123,144,111
Australia and Oceania,80,Personal Care,Offline,C,1/23/2016,1442,3/4/2016,1502,81.73,56.67,1446,1580,1378
Sub-Saharan Africa,94,Household,Online,M,8/4/2015,7606,8/12/2015,22,668.27,502.54,201,236,173
Asia,96,Meat,Online,M,7/19/2016,5802,8/19/2016,4237,421.89,364.69,7151,7685,4380
Australia and Oceania,125,Cosmetics,Offline,H,11/24/2013,949,12/3/2013,8838,437.2,263.33,8747,8354,9451
Central America and the Caribbean,35,Office Supplies,Online,L,3/28/2011,3789,4/4/2011,549,651.21,524.96,2782,3645,1931
Europe,72,Vegetables,Offline,M,1/5/2017,5828,2/1/2017,3125,154.06,90.93,3502,3603,3850
Sub-Saharan Africa,54,Vegetables,Online,L,6/14/2010,4469,7/18/2010,2352,154.06,90.93,2806,2868,3235
Europe,128,Office Supplies,Offline,H,6/28/2013,7633,7/30/2013,1048,651.21,524.96,4321,5160,2985
Middle East and North Africa,2,Snacks,Offline,H,4/7/2011,9383,5/14/2011,4061,152.58,97.44,4059,4372,4166
Sub-Saharan Africa,152,Office Supplies,Online,M,6/27/2016,4302,7/2/2016,3271,651.21,524.96,7602,7857,5862
Central America and the Caribbean,15,Office Supplies,Online,L,8/22/2012,2748,8/27/2012,2589,651.21,524.96,7038,7428,5119
Central America and the Caribbean,12,Fruits,Offline,M,10/10/2010,6011,11/22/2010,2958,9.33,6.92,379,422,339
Asia,84,Cereal,Offline,H,6/9/2015,1085,7/18/2015,7351,205.7,117.11,6768,6396,7656
Sub-Saharan Africa,25,Fruits,Offline,C,4/20/2013,5736,4/20/2013,5773,9.33,6.92,739,816,668
Australia and Oceania,51,Snacks,Online,C,10/31/2014,3550,10/31/2014,260,152.58,97.44,529,518,685
Sub-Saharan Africa,23,Snacks,Online,L,8/14/2012,8788,10/3/2012,9880,152.58,97.44,6755,6750,7013
Sub-Saharan Africa,33,Fruits,Offline,L,6/20/2015,1691,7/8/2015,5731,9.33,6.92,734,812,665
Middle East and North Africa,122,Baby Food,Online,M,4/26/2014,3056,5/16/2014,5943,255.28,159.42,6781,6694,7203
Middle East and North Africa,159,Snacks,Offline,M,4/24/2016,9620,5/24/2016,678,152.58,97.44,1351,1376,1374
Middle East and North Africa,140,Meat,Online,M,9/26/2010,8836,10/5/2010,7127,421.89,364.69,8262,8578,5820
North America,59,Household,Offline,L,8/26/2010,4001,10/1/2010,4514,668.27,502.54,8265,8300,8074
Sub-Saharan Africa,156,Beverages,Offline,M,4/3/2011,9051,4/26/2011,9095,47.45,31.79,3234,3652,3131
Sub-Saharan Africa,183,Household,Offline,C,5/17/2016,3853,7/6/2016,9154,668.27,502.54,9486,9440,9428
Central America and the Caribbean,64,Office Supplies,Offline,H,12/29/2011,8979,1/29/2012,11,651.21,524.96,91,115,56
Sub-Saharan Africa,183,Meat,Offline,L,6/2/2015,826,7/20/2015,9013,421.89,364.69,8715,8920,6754
Asia,110,Cosmetics,Offline,L,12/21/2010,6546,1/6/2011,540,437.2,263.33,2118,2161,2318
Europe,48,Meat,Offline,M,4/25/2014,8999,5/12/2014,1003,421.89,364.69,3182,4228,1725
Middle East and North Africa,140,Snacks,Online,M,9/4/2015,2010,9/26/2015,3845,152.58,97.44,3940,4267,4035
Middle East and North Africa,159,Beverages,Online,H,12/1/2013,5011,12/12/2013,4539,47.45,31.79,1999,2184,1958
Middle East and North Africa,129,Baby Food,Online,C,10/5/2012,8216,10/11/2012,5590,255.28,159.42,6552,6516,6929
Australia and Oceania,51,Household,Online,M,12/25/2016,7862,2/5/2017,1535,668.27,502.54,5508,6047,4499
Europe,153,Beverages,Online,C,7/2/2013,705,8/11/2013,3941,47.45,31.79,1839,2003,1799
Australia and Oceania,112,Fruits,Offline,M,1/4/2013,9311,2/9/2013,6406,9.33,6.92,825,919,740
Sub-Saharan Africa,130,Personal Care,Online,C,11/30/2015,7118,12/3/2015,9560,81.73,56.67,4724,5119,4350
Asia,145,Fruits,Online,M,2/9/2016,3345,3/11/2016,6064,9.33,6.92,779,862,700
Sub-Saharan Africa,101,Snacks,Online,C,5/3/2012,7887,6/15/2012,5611,152.58,97.44,4980,5141,4968
Europe,105,Household,Online,M,12/27/2011,6626,1/24/2012,9925,668.27,502.54,9595,9554,9550
Australia and Oceania,115,Fruits,Online,H,2/23/2012,5896,3/8/2012,7760,9.33,6.92,1004,1101,896
Middle East and North Africa,170,Meat,Offline,C,12/21/2010,8116,2/1/2011,9902,421.89,364.69,8942,9107,7180
Central America and the Caribbean,41,Beverages,Offline,H,6/21/2011,6452,7/30/2011,4169,47.45,31.79,1894,2062,1864
Asia,145,Office Supplies,Online,H,2/19/2010,9628,4/7/2010,410,651.21,524.96,2285,2884,1631
Europe,58,Cereal,Offline,L,11/23/2015,7388,1/9/2016,5504,205.7,117.11,5838,5534,6518
Sub-Saharan Africa,88,Clothes,Online,L,1/6/2016,5177,2/7/2016,8362,109.28,35.84,5153,3747,7452
Middle East and North Africa,121,Vegetables,Offline,C,3/11/2010,9113,4/15/2010,4927,154.06,90.93,4633,4632,4981
Europe,58,Household,Online,C,4/28/2014,1272,6/16/2014,3172,668.27,502.54,7590,7746,6836
Europe,39,Vegetables,Offline,C,4/21/2011,4471,4/29/2011,8103,154.06,90.93,6123,5900,6717
Asia,163,Cereal,Online,L,5/19/2015,7127,5/29/2015,6756,205.7,117.11,6462,6120,7355
Asia,163,Vegetables,Online,H,5/12/2015,8695,6/20/2015,3197,154.06,90.93,3545,3671,3914
Central America and the Caribbean,65,Personal Care,Online,H,4/5/2016,4355,5/18/2016,3525,81.73,56.67,2400,2742,2234
Europe,3,Vegetables,Offline,M,10/22/2012,9820,10/29/2012,871,154.06,90.93,1522,1525,1688
Central America and the Caribbean,168,Clothes,Online,H,12/6/2015,6938,1/9/2016,396,109.28,35.84,594,299,1230
Sub-Saharan Africa,31,Cosmetics,Offline,C,2/16/2011,8057,2/25/2011,4291,437.2,263.33,7271,7083,8068
Europe,3,Personal Care,Offline,L,3/31/2015,1580,5/5/2015,6781,81.73,56.67,3791,4325,3524
Central America and the Caribbean,45,Fruits,Online,L,2/15/2012,6380,2/16/2012,9120,9.33,6.92,1168,1311,1066
Sub-Saharan Africa,88,Baby Food,Offline,C,12/15/2016,7326,12/25/2016,4595,255.28,159.42,5937,5886,6108
Europe,67,Beverages,Online,H,12/4/2011,46,12/7/2011,3523,47.45,31.79,1729,1877,1689
Sub-Saharan Africa,49,Household,Online,C,7/25/2010,5839,8/29/2010,8252,668.27,502.54,9349,9288,9297
Sub-Saharan Africa,29,Cosmetics,Online,H,2/12/2016,6923,4/1/2016,8163,437.2,263.33,8584,8209,9348
Australia and Oceania,100,Baby Food,Online,H,3/5/2010,1168,4/23/2010,4666,255.28,159.42,5987,5927,6162
Europe,180,Snacks,Offline,C,1/15/2017,7349,2/14/2017,6204,152.58,97.44,5257,5372,5237
Europe,104,Cosmetics,Online,H,8/25/2016,9951,8/25/2016,3251,437.2,263.33,6538,6383,7166
Asia,17,Meat,Online,M,7/2/2016,4258,7/7/2016,3311,421.89,364.69,6478,7221,3755
Europe,157,Cereal,Offline,L,1/8/2010,1258,1/12/2010,5921,205.7,117.11,6050,5731,6824
Central America and the Caribbean,15,Fruits,Offline,H,8/16/2010,2890,10/1/2010,7648,9.33,6.92,988,1086,883
Sub-Saharan Africa,40,Fruits,Online,H,1/28/2010,6744,3/7/2010,7090,9.33,6.92,911,1012,813
Sub-Saharan Africa,173,Vegetables,Online,H,7/27/2012,1148,8/28/2012,9878,154.06,90.93,6793,6546,7513
Sub-Saharan Africa,166,Vegetables,Offline,C,10/14/2015,416,11/21/2015,3673,154.06,90.93,3848,4019,4263
Australia and Oceania,7,Vegetables,Online,M,9/5/2014,9407,9/13/2014,3166,154.06,90.93,3525,3640,3889
Asia,83,Fruits,Offline,M,11/8/2012,8910,11/14/2012,5083,9.33,6.92,650,726,581
Sub-Saharan Africa,95,Beverages,Offline,L,3/9/2011,523,4/12/2011,3176,47.45,31.79,1622,1760,1589
Europe,176,Baby Food,Online,L,8/12/2011,1398,8/18/2011,3234,255.28,159.42,4893,4972,4973
Australia and Oceania,137,Fruits,Online,C,5/9/2013,9749,6/5/2013,8072,9.33,6.92,1037,1143,930
Sub-Saharan Africa,109,Fruits,Offline,L,9/12/2016,9430,9/25/2016,2540,9.33,6.92,330,363,287
Asia,160,Meat,Online,C,8/20/2011,5080,9/9/2011,8518,421.89,364.69,8603,8816,6514
Sub-Saharan Africa,79,Vegetables,Online,C,12/8/2011,7086,12/24/2011,9916,154.06,90.93,6813,6561,7534
Middle East and North Africa,0,Vegetables,Offline,M,7/5/2013,6769,7/13/2013,7677,154.06,90.93,5960,5747,6495
Europe,104,Meat,Online,C,4/29/2013,1007,5/15/2013,4775,421.89,364.69,7476,7872,4665
Middle East and North Africa,159,Fruits,Offline,L,3/18/2013,7638,5/6/2013,1215,9.33,6.92,159,182,140
Asia,106,Personal Care,Offline,L,1/18/2016,272,2/13/2016,9032,81.73,56.67,4555,4952,4194
Sub-Saharan Africa,117,Household,Offline,M,6/8/2014,3165,6/18/2014,7295,668.27,502.54,9176,9137,9106
Europe,6,Fruits,Offline,H,3/5/2017,6506,3/28/2017,7101,9.33,6.92,915,1015,816
Central America and the Caribbean,45,Meat,Offline,H,3/15/2015,1121,4/10/2015,6581,421.89,364.69,8136,8405,5535
Sub-Saharan Africa,117,Beverages,Online,H,9/1/2015,3771,10/16/2015,5895,47.45,31.79,2356,2615,2290
Europe,120,Meat,Online,H,6/4/2015,1869,7/15/2015,2237,421.89,364.69,5246,6205,2895
Sub-Saharan Africa,87,Clothes,Online,L,5/21/2012,8654,7/2/2012,4829,109.28,35.84,3690,2478,5344
Central America and the Caribbean,32,Vegetables,Online,L,11/24/2016,8194,12/5/2016,9927,154.06,90.93,6817,6565,7537
Europe,107,Personal Care,Online,H,1/30/2010,369,2/28/2010,5817,81.73,56.67,3478,3984,3187
Europe,85,Cosmetics,Offline,C,10/5/2015,5625,10/13/2015,7816,437.2,263.33,8503,8139,9283
Europe,53,Cosmetics,Offline,M,5/25/2013,409,6/24/2013,3273,437.2,263.33,6563,6401,7200
Central America and the Caribbean,42,Baby Food,Online,L,1/8/2010,1849,1/20/2010,6568,255.28,159.42,7025,6905,7555
Europe,21,Clothes,Offline,C,9/22/2013,2896,10/28/2013,4111,109.28,35.84,3336,2218,4901
Asia,106,Clothes,Offline,H,9/27/2014,7246,10/16/2014,9345,109.28,35.84,5489,4025,7796
Europe,67,Household,Offline,M,12/5/2011,4482,1/21/2012,7745,668.27,502.54,9246,9208,9210
Asia,78,Clothes,Offline,L,7/28/2016,4773,9/3/2016,1814,109.28,35.84,1897,1355,3002
Sub-Saharan Africa,133,Clothes,Offline,M,9/30/2010,4189,10/25/2010,6089,109.28,35.84,4256,2913,6161
Sub-Saharan Africa,183,Meat,Online,M,8/26/2011,9575,9/28/2011,2137,421.89,364.69,5110,6073,2800
Europe,1,Personal Care,Offline,M,11/1/2014,3645,12/19/2014,3557,81.73,56.67,2415,2761,2247
Europe,55,Snacks,Online,M,2/17/2013,9705,3/31/2013,978,152.58,97.44,1614,1694,1669
Europe,128,Household,Offline,L,7/31/2015,7000,8/2/2015,7063,668.27,502.54,9128,9064,9041
Europe,13,Household,Offline,L,5/9/2013,5460,5/15/2013,1503,668.27,502.54,5447,5973,4463
Europe,120,Cereal,Online,L,11/3/2013,805,12/15/2013,6021,205.7,117.11,6100,5778,6907
Sub-Saharan Africa,183,Office Supplies,Offline,H,2/15/2014,9608,3/22/2014,9374,651.21,524.96,9482,9537,9067
Central America and the Caribbean,5,Clothes,Offline,L,5/14/2012,4218,6/11/2012,2346,109.28,35.84,2230,1568,3549
Central America and the Caribbean,124,Office Supplies,Online,L,7/28/2011,7580,9/14/2011,2756,651.21,524.96,7164,7557,5287
Europe,21,Vegetables,Online,M,10/22/2015,8716,11/28/2015,452,154.06,90.93,960,835,1215
Asia,171,Clothes,Online,L,4/12/2011,7240,5/7/2011,2313,109.28,35.84,2208,1557,3521
North America,26,Fruits,Offline,M,7/19/2015,8510,7/26/2015,7251,9.33,6.92,939,1043,841
Europe,48,Cereal,Offline,L,2/27/2013,8886,3/13/2013,1209,205.7,117.11,2190,2157,2549
Middle East and North Africa,175,Household,Offline,M,6/13/2012,264,7/24/2012,2160,668.27,502.54,6585,6990,5380
Europe,93,Baby Food,Online,M,6/13/2011,5445,7/3/2011,5108,255.28,159.42,6278,6201,6537
Sub-Saharan Africa,95,Office Supplies,Online,C,11/1/2016,2948,12/21/2016,7090,651.21,524.96,9098,9154,8558
Sub-Saharan Africa,98,Clothes,Offline,M,5/31/2017,2173,6/14/2017,2174,109.28,35.84,2125,1513,3389
Sub-Saharan Africa,31,Fruits,Offline,L,8/19/2010,8140,8/30/2010,6458,9.33,6.92,835,932,750
Middle East and North Africa,71,Office Supplies,Online,C,12/5/2013,6961,1/1/2014,3071,651.21,524.96,7452,7758,5634
Sub-Saharan Africa,63,Office Supplies,Offline,M,7/10/2015,117,7/22/2015,7176,651.21,524.96,9109,9162,8575
Europe,127,Clothes,Offline,M,1/19/2016,155,1/23/2016,964,109.28,35.84,1360,713,1952
Asia,151,Fruits,Offline,H,3/20/2017,5354,3/25/2017,8659,9.33,6.92,1104,1234,997
Sub-Saharan Africa,102,Fruits,Online,M,6/8/2010,4672,6/12/2010,1516,9.33,6.92,194,224,174
Sub-Saharan Africa,141,Meat,Online,C,11/24/2010,2906,11/27/2010,2821,421.89,364.69,5984,6871,3412
Sub-Saharan Africa,25,Cosmetics,Online,M,12/6/2015,5727,1/20/2016,2891,437.2,263.33,6157,6004,6633
Sub-Saharan Africa,130,Beverages,Offline,M,5/8/2016,4510,6/9/2016,4075,47.45,31.79,1865,2033,1834
Sub-Saharan Africa,47,Household,Online,C,5/28/2015,1293,6/6/2015,5754,668.27,502.54,8739,8715,8695
Europe,114,Snacks,Online,H,5/25/2017,4154,6/25/2017,9337,152.58,97.44,6545,6592,6750
Sub-Saharan Africa,173,Vegetables,Online,M,5/5/2016,1695,6/16/2016,3268,154.06,90.93,3594,3725,3963
Asia,110,Meat,Online,C,11/23/2014,8418,1/12/2015,8020,421.89,364.69,8476,8728,6250
Europe,55,Snacks,Online,L,12/23/2012,9742,2/11/2013,1097,152.58,97.44,1731,1819,1780
Australia and Oceania,112,Clothes,Offline,M,8/5/2011,6635,8/6/2011,2037,109.28,35.84,2028,1468,3252
Europe,176,Meat,Online,M,7/31/2016,845,8/2/2016,7407,421.89,364.69,8326,8634,5946
Central America and the Caribbean,41,Cosmetics,Offline,C,2/20/2012,112,3/4/2012,5804,437.2,263.33,7994,7667,8777
Asia,84,Cosmetics,Offline,M,1/9/2010,2813,2/12/2010,2860,437.2,263.33,6128,5963,6595
Sub-Saharan Africa,87,Vegetables,Offline,L,6/30/2015,3102,7/24/2015,6234,154.06,90.93,5315,5239,5692
Australia and Oceania,51,Clothes,Online,L,12/8/2015,5999,1/13/2016,620,109.28,35.84,942,457,1516
Central America and the Caribbean,61,Fruits,Offline,M,12/11/2014,2254,1/14/2015,2742,9.33,6.92,351,388,312
Europe,8,Household,Online,M,5/26/2013,3278,6/13/2013,6353,668.27,502.54,8982,8860,8862
Europe,53,Snacks,Offline,C,3/30/2013,6534,4/5/2013,7240,152.58,97.44,5770,5779,5739
Central America and the Caribbean,5,Vegetables,Offline,H,9/10/2013,9984,9/10/2013,8221,154.06,90.93,6167,5942,6781
Central America and the Caribbean,12,Snacks,Offline,M,1/12/2015,7560,1/29/2015,4144,152.58,97.44,4119,4417,4218
Europe,92,Clothes,Online,M,10/29/2014,3981,11/11/2014,6890,109.28,35.84,4607,3192,6658
Asia,119,Meat,Offline,H,9/14/2011,9558,9/19/2011,368,421.89,364.69,1653,2076,1009
Sub-Saharan Africa,88,Personal Care,Offline,L,9/18/2016,5610,9/19/2016,5522,81.73,56.67,3350,3850,3078
Sub-Saharan Africa,141,Cosmetics,Offline,H,9/9/2011,9057,10/1/2011,5325,437.2,263.33,7784,7486,8620
Sub-Saharan Africa,143,Meat,Online,L,8/4/2013,7685,8/28/2013,9782,421.89,364.69,8909,9073,7128
Europe,13,Personal Care,Offline,L,3/2/2010,5154,4/1/2010,930,81.73,56.67,1049,1081,1124
Asia,78,Household,Offline,M,9/22/2016,5668,11/11/2016,7835,668.27,502.54,9267,9219,9226
Sub-Saharan Africa,166,Meat,Offline,H,10/12/2011,9419,10/17/2011,1596,421.89,364.69,4285,5293,2277
Asia,68,Cereal,Offline,H,7/23/2016,7281,8/2/2016,343,205.7,117.11,974,821,1248
Europe,142,Fruits,Offline,H,6/30/2015,5998,8/7/2015,4238,9.33,6.92,526,598,475
Sub-Saharan Africa,33,Household,Online,M,1/3/2013,2986,1/3/2013,472,668.27,502.54,2566,3102,2076
Asia,113,Baby Food,Online,H,8/5/2014,1507,8/31/2014,8270,255.28,159.42,7583,7379,8226
Europe,37,Beverages,Offline,H,6/13/2015,5563,7/12/2015,3885,47.45,31.79,1813,1976,1784
Asia,69,Clothes,Offline,C,10/31/2011,5004,12/6/2011,5605,109.28,35.84,4034,2754,5853
Middle East and North Africa,149,Baby Food,Online,L,6/6/2012,390,6/19/2012,8747,255.28,159.42,7697,7471,8374
Sub-Saharan Africa,139,Baby Food,Online,L,11/7/2011,8053,12/19/2011,659,255.28,159.42,1736,1801,1821
Middle East and North Africa,2,Cereal,Online,H,2/12/2017,5312,3/22/2017,5721,205.7,117.11,5943,5628,6668
Europe,52,Fruits,Online,L,8/12/2013,4930,9/13/2013,344,9.33,6.92,38,42,29
Australia and Oceania,172,Clothes,Online,M,4/12/2014,667,5/28/2014,7971,109.28,35.84,5032,3619,7289
Central America and the Caribbean,15,Personal Care,Online,C,5/29/2010,2044,6/7/2010,4076,81.73,56.67,2657,3048,2460
Australia and Oceania,51,Clothes,Offline,M,4/15/2013,9308,5/30/2013,1162,109.28,35.84,1468,850,2187
Sub-Saharan Africa,109,Baby Food,Offline,L,7/22/2012,8497,8/27/2012,3767,255.28,159.42,5319,5358,5408
Europe,81,Fruits,Online,H,4/10/2010,6655,4/14/2010,3458,9.33,6.92,435,488,389
Sub-Saharan Africa,4,Cereal,Online,L,2/17/2017,6109,3/26/2017,3833,205.7,117.11,4749,4635,5215
Asia,119,Fruits,Offline,H,10/27/2010,443,11/3/2010,5522,9.33,6.92,703,779,632
Sub-Saharan Africa,152,Fruits,Online,H,7/11/2015,8746,7/13/2015,1187,9.33,6.92,155,175,138
Sub-Saharan Africa,118,Personal Care,Offline,L,11/5/2014,1100,12/24/2014,519,81.73,56.67,574,601,618
Europe,180,Household,Online,M,3/2/2016,3141,4/4/2016,5243,668.27,502.54,8555,8602,8480
Australia and Oceania,43,Snacks,Offline,M,7/30/2016,1474,9/2/2016,4113,152.58,97.44,4099,4393,4199
Sub-Saharan Africa,183,Cosmetics,Offline,L,3/27/2014,8299,5/8/2014,7915,437.2,263.33,8532,8158,9311
Sub-Saharan Africa,47,Cereal,Online,M,2/23/2012,6910,3/29/2012,4468,205.7,117.11,5168,5011,5712
Central America and the Caribbean,35,Meat,Offline,C,5/18/2014,5973,5/22/2014,3618,421.89,364.69,6809,7381,3972
Australia and Oceania,123,Personal Care,Online,C,9/15/2014,5258,10/18/2014,2247,81.73,56.67,1811,2013,1708
Europe,39,Baby Food,Online,M,7/21/2015,114,7/31/2015,9266,255.28,159.42,7832,7598,8543
